1,1,0,0.0013885498046875,37
1,1,1,0.29715681076049805,36
2,2,1,0.7011396884918213,35
3,2,2,1.1291038990020752,34
4,2,3,1.5685017108917236,33
5,2,4,1.973383903503418,32
6,3,4,2.4304685592651367,33
7,4,4,2.873765230178833,32
8,5,4,3.252542495727539,31
9,4,4,3.625854969024658,38
10,4,3,4.229779243469238,37
11,4,2,4.612286567687988,36
12,4,3,4.99824333190918,39
13,4,4,5.527360439300537,38
14,3,4,5.909848690032959,37
15,4,4,6.294572830200195,30
16,4,5,6.774992942810059,29
17,5,5,7.209629535675049,28
18,5,4,7.581713914871216,35
19,5,3,8.074570178985596,34
20,5,2,8.454456090927124,33
21,6,2,8.892996549606323,32
22,6,1,9.352779150009155,31
23,7,1,9.724420547485352,30
24,6,1,10.140924215316772,37
25,5,1,10.53061032295227,36
26,4,1,10.91131591796875,35
27,4,2,11.28927755355835,32
28,4,3,11.729386806488037,31
29,4,4,12.098770141601562,30
30,4,3,12.470128536224365,31
31,5,3,12.934714078903198,30
32,6,3,13.300239324569702,29
33,6,4,13.664847373962402,28
34,6,5,14.163194179534912,27
35,6,6,14.589840650558472,26
36,5,6,14.948780298233032,35
37,4,6,15.411015510559082,34
38,3,6,15.841657638549805,33
39,3,7,16.21481704711914,28
40,3,8,16.739652156829834,27
41,3,9,17.108651399612427,26
42,4,9,17.537891149520874,25
43,5,9,17.947586059570312,24
44,5,10,18.3375301361084,23
45,5,11,18.691949367523193,22
46,5,12,19.648080587387085,21
47,6,12,20.02438759803772,20
48,7,12,20.37385582923889,19
49,8,12,20.77444553375244,18
50,9,12,21.11763310432434,17
51,10,12,21.477864503860474,16
52,11,12,21.846128702163696,15
53,11,13,22.249569416046143,14
54,11,14,22.595491886138916,13
55,11,15,22.939101934432983,12
56,11,16,23.323670864105225,11
57,12,16,23.65443778038025,10
58,13,16,24.04507827758789,9
59,14,16,24.381279945373535,8
60,15,16,24.772627592086792,7
61,16,16,25.15737509727478,6
62,17,16,25.481229782104492,5
63,17,17,25.857965230941772,4
64,18,17,26.1978280544281,3
65,18,18,26.51816463470459,2
66,18,19,26.832235097885132,1
67,19,19,27.203612565994263,0